Frames : 51,,,,,,
Synchro : 1,,,,,,
"Duration : 1,488633379",,,,,,
"-3,61809659","3,9688029289","1,5302784443","0,6763527989","-0,1989716738","0,6651218534","-0,2461103052"
"-3,6181740761","3,9688863754","1,5302307606","0,6763921976","-0,1988858134","0,6650847197","-0,2461715192"
"-3,6181602478","3,9689216614","1,5302708149","0,6763198376","-0,1989779472","0,6651389003","-0,2461494803"
"-3,6181013584","3,968921423","1,5302011967","0,6764500141","-0,1989165396","0,6649984121","-0,2462210357"
"-3,6181416512","3,9688537121","1,5302855969","0,6763680577","-0,1991612464","0,6650952697","-0,2459863126"
"-3,618178606","3,9688365459","1,5302509069","0,6763885617","-0,1992631853","0,665060699","-0,2459411323"
"-3,6181704998","3,9689102173","1,5302581787","0,6763579845","-0,1992013454","0,6650979519","-0,2459747195"
"-3,6181550026","3,96905303","1,5302394629","0,6763800383","-0,1989201158","0,6650947332","-0,2461499721"
"-3,6181089878","3,9689552784","1,5303155184","0,6763911247","-0,1991307884","0,6650835872","-0,2459794581"
"-3,6180751324","3,9689512253","1,5302784443","0,6765593886","-0,1992354542","0,6648942828","-0,2459435165"
"-3,6181361675","3,969042778","1,5302015543","0,676712811","-0,1990580112","0,664742291","-0,2460760474"
"-3,6181395054","3,969042778","1,530253768","0,6766405106","-0,1990787983","0,6648128033","-0,246067524"
"-3,6180844307","3,9691553116","1,5302046537","0,6767911911","-0,1989770383","0,664616704","-0,2462652326"
"-3,6180872917","3,9689643383","1,5302752256","0,6769205332","-0,1994972676","0,6644612551","-0,2459080368"
"-3,6180536747","3,968991518","1,5303711891","0,6768571734","-0,1994060129","0,6645514965","-0,2459124327"
"-3,6180956364","3,9689595699","1,5302122831","0,6771762967","-0,199435398","0,6641816497","-0,2460091561"
"-3,6181621552","3,9691951275","1,5301938057","0,6771535277","-0,1991906911","0,6641860604","-0,2462583333"
"-3,6181828976","3,9691493511","1,530343771","0,6770274043","-0,1993877888","0,664340198","-0,2460295111"
"-3,6181197166","3,9690589905","1,5301923752","0,677369535","-0,1995265931","0,663929224","-0,2460846901"
"-3,6180262566","3,9689362049","1,5302717686","0,6773517132","-0,1997622997","0,6639828682","-0,245797798"
"-3,6181697846","3,9690482616","1,5302940607","0,6772533059","-0,1997073442","0,6640941501","-0,2458129674"
"-3,6181664467","3,9691200256","1,5302801132","0,6772633195","-0,1995544732","0,6641278267","-0,2458184958"
"-3,6181602478","3,9691479206","1,5302857161","0,6772407889","-0,1995761096","0,6641280651","-0,2458622307"
"-3,6181638241","3,9691717625","1,5301910639","0,6773765683","-0,1995038241","0,6639710069","-0,2459712029"
"-3,6181900501","3,9692206383","1,5301982164","0,677320838","-0,1995021701","0,6640459299","-0,2459236532"
"-3,6181688309","3,9691932201","1,5301146507","0,6774327159","-0,199456647","0,6639686823","-0,2458608449"
