Frames : 51,,,,,,
Synchro : 1,,,,,,
"Duration : 1,173914489",,,,,,
"-3,6364016533","4,5564393997","1,5340620279","0,2986019254","-0,654414773","0,2610540688","-0,643761754"
"-3,6365408897","4,5568137169","1,5337815285","0,298240304","-0,6537454724","0,2614172697","-0,6444615126"
"-3,6363735199","4,5567455292","1,534157753","0,2981046438","-0,6543031931","0,2619825602","-0,6437283754"
"-3,6367194653","4,5566082001","1,5337996483","0,2985257804","-0,6543476582","0,2612019777","-0,6438051462"
"-3,6365737915","4,5564126968","1,534131527","0,2985508144","-0,6551814675","0,2609058321","-0,6430652738"
"-3,6366517544","4,5562705994","1,5340374708","0,2989607453","-0,6554099917","0,2603391409","-0,6428714991"
"-3,6364004612","4,5561881065","1,5339471102","0,2990944088","-0,6553297043","0,2601605952","-0,642963469"
"-3,6365385056","4,5560612679","1,5339009762","0,299470365","-0,6556846499","0,2597275078","-0,6426015496"
"-3,6365683079","4,5561814308","1,5339064598","0,2994654477","-0,6558195353","0,259717375","-0,6424703598"
"-3,6365733147","4,5562033653","1,5336101055","0,2997384667","-0,6555702686","0,2591171265","-0,6428396702"
"-3,6360828877","4,5551366806","1,5339992046","0,3012277484","-0,6569533944","0,2575324774","-0,641366601"
"-3,6366169453","4,5556526184","1,5338447094","0,3007071912","-0,6568606496","0,2580958903","-0,6414794922"
"-3,6365172863","4,5558252335","1,534465313","0,3002144396","-0,6579704285","0,2586589754","-0,6403450966"
"-3,6363427639","4,5556917191","1,53396523","0,3007656932","-0,6572951674","0,2577560544","-0,6411433816"
"-3,6367864609","4,5557799339","1,5339874029","0,3008550107","-0,6577377915","0,2575041056","-0,6407487392"
"-3,6368041039","4,5556321144","1,5338071585","0,3012749255","-0,6576218605","0,2571892738","-0,6407968998"
"-3,6359956265","4,5550713539","1,5339291096","0,3018264771","-0,6578969359","0,2564777136","-0,640540123"
"-3,6362650394","4,5552024841","1,5343369246","0,3016782403","-0,6587706208","0,2567856014","-0,6395879984"
"-3,6364445686","4,5554203987","1,5343180895","0,3012848794","-0,6586635709","0,2570604086","-0,63977319"
"-3,6365337372","4,5556302071","1,534183383","0,3009786308","-0,6583708525","0,2572268844","-0,6401516199"
"-3,6360919476","4,5549812317","1,5343893766","0,3019286096","-0,658931911","0,2566066086","-0,6393754482"
"-3,6364905834","4,555410862","1,5340880156","0,3013854027","-0,6582766771","0,2569175959","-0,6401811838"
"-3,6366329193","4,5553445816","1,5340561867","0,3014724851","-0,6583832502","0,2567295134","-0,6401061416"
"-3,6364798546","4,5559544563","1,5344717503","0,3000130355","-0,6584370136","0,258400023","-0,6400642991"
"-3,6363565922","4,555700779","1,5343916416","0,3004732728","-0,6582966447","0,2582106888","-0,6400692463"
"-3,6364574432","4,555311203","1,5339717865","0,3012857437","-0,657877624","0,2571395934","-0,6405491829"
"-3,6364688873","4,5557131767","1,5340516567","0,3005752862","-0,6575699449","0,2583366632","-0,6407172084"
"-3,6364066601","4,5557765961","1,5336433649","0,3005308807","-0,6567021608","0,2580430806","-0,6417454481"
"-3,6364939213","4,5559167862","1,5339052677","0,3001069129","-0,656919241","0,2586089969","-0,6414939165"
"-3,6361513138","4,5551295281","1,5336850882","0,3013156354","-0,6568270922","0,2572419047","-0,6415712833"
"-3,6362762451","4,5551857948","1,533868432","0,3012087643","-0,6571174264","0,2574279308","-0,6412494779"
"-3,6365423203","4,5559782982","1,533752203","0,299957484","-0,6563537121","0,2585809827","-0,6421536207"
"-3,6362943649","4,5555896759","1,5338321924","0,3005157709","-0,6564989686","0,2583070993","-0,6418542862"
"-3,6363685131","4,5556416512","1,5337765217","0,3004263043","-0,6564368606","0,2581416667","-0,642026186"
"-3,636464119","4,5557847023","1,5338035822","0,3002884984","-0,6563426852","0,258457005","-0,6420600414"
"-3,6368534565","4,5562596321","1,5334458351","0,2998294234","-0,6556738019","0,2587914765","-0,6428228021"
"-3,6363961697","4,5557026863","1,5338212252","0,3004235625","-0,6563975811","0,2583013475","-0,642003417"
"-3,6363196373","4,5558905602","1,5339643955","0,3000121415","-0,6563755274","0,2589469552","-0,6419582367"
"-3,6363201141","4,555557251","1,5335543156","0,3006648421","-0,6559212208","0,2577477694","-0,6425995231"
"-3,6365401745","4,5559091568","1,5337102413","0,3000362813","-0,6560807228","0,2582764924","-0,6425181627"
"-3,6362438202","4,5558729172","1,5339449644","0,2998685241","-0,6563136578","0,258556217","-0,6422460675"
"-3,6364560127","4,55585289","1,5337132216","0,3003017306","-0,6561059952","0,2582495809","-0,6423792243"
"-3,6366326809","4,5561180115","1,5338042975","0,2999386191","-0,6561232209","0,2585976124","-0,6423912644"
"-3,6367344856","4,5563192368","1,5337469578","0,2996829748","-0,6559558511","0,2589154243","-0,6425534487"
"-3,6365585327","4,5562667847","1,5339846611","0,2994787097","-0,6562654376","0,2591170669","-0,6422511339"
"-3,6367461681","4,556371212","1,5341825485","0,2991748154","-0,6565921903","0,2595550716","-0,6418818831"
"-3,6366140842","4,5555539131","1,5333440304","0,3009641469","-0,6558206081","0,2572673261","-0,6427545547"
"-3,6365692616","4,5556464195","1,5338454247","0,3006244302","-0,6565933228","0,2577141225","-0,6419452429"
"-3,6365973949","4,5558414459","1,5341314077","0,3001468778","-0,6568782926","0,2582615614","-0,6416570544"
"-3,6367769241","4,556535244","1,5340169668","0,2991168499","-0,6562124491","0,2594644725","-0,6423336864"
"-3,6365180016","4,5559124947","1,5338890553","0,3001597226","-0,6564712524","0,2581781447","-0,642101109"
,,,,,,
"-3,6364820331","4,5558430634","1,533940348",,,,
