Frames : 51,,,,,,
Synchro : False,,,,,,
"Duration : 1,757193495",,,,,,
"-3,6366238594","4,5557246208","1,5337986946","0,2969584465","-0,653321147","0,2606942058","-0,6457753181"
"-3,6364369392","4,5559358597","1,5339534283","0,2964503169","-0,6533468366","0,2611213923","-0,6458101869"
"-3,6366472244","4,5560364723","1,5341724157","0,2962479591","-0,653872788","0,2614000142","-0,6452578306"
"-3,6366610527","4,555513382","1,5341206789","0,2971268892","-0,6541725397","0,2604080439","-0,6449509263"
"-3,6369624138","4,5557765961","1,5337611437","0,2969698608","-0,6536418796","0,2605294883","-0,6455118656"
"-3,6369996071","4,5558776856","1,5337276459","0,2967470884","-0,6533932686","0,2608685493","-0,6457290649"
"-3,6371738911","4,5559029579","1,5337607861","0,2966859341","-0,6536393762","0,2606653571","-0,6455901265"
"-3,6367912293","4,5556602478","1,5337301493","0,2969854176","-0,6533930898","0,2606856227","-0,6456936598"
"-3,6365559101","4,5555934906","1,5340844393","0,2966599166","-0,6538408995","0,2608890235","-0,6453076005"
"-3,6367826462","4,5558128357","1,5335371494","0,2966080308","-0,6527038813","0,2608872354","-0,6464822292"
"-3,6364507675","4,5558514595","1,5339825153","0,2962169051","-0,6531075239","0,2616106868","-0,6459614038"
"-3,6363282204","4,5555520058","1,5341024399","0,2965663075","-0,6535167694","0,2612193525","-0,6455452442"
"-3,6364588738","4,5554924011","1,5340902805","0,29656443","-0,6535971761","0,2610933781","-0,6455156803"
"-3,6367385387","4,5557398796","1,5341593027","0,2962200642","-0,6536607146","0,2616198659","-0,6453962922"
"-3,6364285946","4,5555372238","1,5336748362","0,2965903282","-0,6528573632","0,2608674467","-0,6463432312"
"-3,6362264156","4,5553283691","1,534399271","0,2964502871","-0,654081881","0,2613572478","-0,6449701786"
"-3,6364173889","4,5550017357","1,5342060328","0,2970851064","-0,6542449594","0,2604669034","-0,6448728442"
"-3,6366188526","4,5553822517","1,5340206623","0,2966418266","-0,6537448764","0,2609721124","-0,6453796625"
"-3,6362164021","4,5552616119","1,5342670679","0,296552062","-0,6540094614","0,2610132992","-0,6451361179"
"-3,6367368698","4,5559687614","1,5340368748","0,2957029045","-0,6534089446","0,2618515491","-0,645794332"
